chr	start	end	nSNPs	anc	intSize
chr1	26123839	26123841	1	plat	2
chr1	26125031	26125033	1	plat	2
chr1	26125448	26125450	1	plat	2
chr1	26127581	26127583	1	plat	2
chr1	26129087	26129089	1	plat	2
chr1	26129145	26129147	1	plat	2
chr1	26129230	26129247	10	plat	17
chr1	26132611	26132613	1	plat	2
chr1	26132673	26132675	1	plat	2
chr1	26132928	26132930	1	plat	2
chr1	26133604	26133606	1	plat	2
chr1	26133767	26133769	1	plat	2
chr1	26134926	26134928	1	plat	2
chr1	26135881	26135883	1	pmex	2
chr1	26136090	26136092	1	pmex	2
chr1	26136111	26136113	1	plat	2
chr1	26136121	26136123	1	plat	2
chr1	26136293	26136326	3	plat	33
chr1	26136390	26136392	1	plat	2
chr1	26136548	26136550	1	plat	2
chr1	26136647	26136649	1	plat	2
chr1	26137869	26137871	1	plat	2
chr1	26138350	26138352	1	plat	2
chr1	26139275	26139446	3	plat	171
chr1	26139674	26139676	1	plat	2
chr1	26139682	26139684	1	plat	2
chr1	26139817	26139819	1	plat	2
chr1	26140728	26140730	1	plat	2
chr1	26141200	26141202	1	plat	2
chr1	26141220	26141222	1	plat	2
chr1	26141416	26141418	1	plat	2
chr1	26142132	26142134	1	plat	2
chr1	26142715	26142717	1	plat	2
chr1	26144156	26144158	1	plat	2
chr1	26144245	26144247	1	plat	2
chr1	26144575	26144577	1	plat	2
chr1	26144803	26144805	1	plat	2
chr1	26145002	26145004	1	pmex	2
chr1	26145743	26145745	1	plat	2
chr1	26146765	26146767	1	plat	2
chr1	26146776	26146778	1	plat	2
chr1	26147344	26147346	1	pmex	2
chr1	26147346	26147348	1	pmex	2
chr1	26147378	26147380	1	pmex	2
chr1	26149111	26149113	1	plat	2
chr1	26149147	26149149	1	plat	2
chr1	26151005	26151007	1	plat	2
chr1	26151662	26151664	1	plat	2
chr1	26152112	26152114	1	plat	2
chr1	26152367	26152369	1	plat	2
chr1	26152368	26152370	1	plat	2
chr1	26152903	26152905	1	plat	2
chr1	26152927	26152929	1	plat	2
chr1	26152986	26152988	1	plat	2
chr1	26153069	26153071	1	plat	2
chr1	26153388	26153390	1	plat	2
chr1	26153636	26153638	1	plat	2
chr1	26153838	26153840	1	plat	2
chr1	26154800	26154802	1	plat	2
chr1	26155671	26155673	1	plat	2
chr1	26156027	26156029	1	plat	2
chr1	26156495	26156497	1	plat	2
chr1	26156844	26156846	1	plat	2
chr1	26156914	26157022	4	plat	108
chr1	26157460	26157462	1	plat	2
chr1	26157704	26157706	1	plat	2
chr1	26157705	26157707	1	plat	2
chr1	26158087	26158089	1	plat	2
chr1	26158252	26158254	1	plat	2
chr1	26158342	26158344	1	plat	2
chr1	26158442	26158444	1	plat	2
chr1	26158570	26158572	1	plat	2
chr1	26159028	26159030	1	plat	2
chr1	26159414	26159416	1	plat	2
chr1	26159981	26159983	1	plat	2
chr1	26160802	26160906	6	plat	104
chr1	26162125	26162127	1	plat	2
chr1	26162809	26162811	1	plat	2
chr1	26163092	26163215	3	plat	123
chr1	26163909	26164068	5	plat	159
chr1	26164167	26164169	1	plat	2
chr1	26164351	26164353	1	plat	2
chr1	26164928	26164930	1	plat	2
chr1	26166056	26166058	1	plat	2
chr1	26166852	26166854	1	plat	2
chr1	26167110	26167112	1	plat	2
chr1	26168563	26168565	1	plat	2
chr1	26168580	26168582	1	plat	2
chr1	26168904	26168906	1	plat	2
chr1	26168923	26168925	1	plat	2
chr1	26169260	26169633	3	plat	373
chr1	26169834	26169836	1	plat	2
chr1	26170148	26170161	3	plat	13
chr1	26170512	26170514	1	plat	2
chr1	26171101	26171103	1	plat	2
chr1	26171480	26171482	1	plat	2
chr1	26172282	26172284	1	plat	2
chr1	26172429	26172431	1	plat	2
chr1	26172492	26172494	1	pmex	2
chr1	26173933	26173935	1	plat	2
chr1	26175675	26175677	1	pmex	2
chr1	26175784	26175786	1	pmex	2
chr1	26175786	26175788	1	pmex	2
chr1	26175944	26175946	1	plat	2
chr1	26180562	26180564	1	plat	2
chr1	26181407	26181409	1	plat	2
chr1	26181481	26181483	1	plat	2
chr1	26182118	26182120	1	plat	2
chr1	26183558	26183560	1	plat	2
chr1	26186266	26186268	1	pmex	2
chr1	26186357	26186359	1	plat	2
chr1	26188091	26188093	1	plat	2
chr1	26190308	26190310	1	pmex	2
chr1	26190703	26190705	1	pmex	2
chr1	26191303	26191305	1	plat	2
chr1	26191543	26191545	1	plat	2
chr1	26191944	26191946	1	plat	2
chr1	26192014	26192016	1	plat	2
chr1	26192282	26192284	1	plat	2
chr1	26192575	26192577	1	plat	2
chr1	26193251	26193253	1	plat	2
chr1	26194002	26194004	1	plat	2
chr1	26194015	26194017	1	plat	2
chr1	26194139	26194141	1	plat	2
chr1	26194142	26194144	1	plat	2
chr1	26194150	26194207	3	plat	57
chr1	26194364	26194426	3	plat	62
chr1	26194500	26194502	1	plat	2
chr1	26194560	26194562	1	plat	2
chr1	26195487	26195489	1	plat	2
chr1	26196469	26196490	3	pmex	21
chr1	26196517	26196519	1	pmex	2
chr1	26196988	26196990	1	plat	2
chr1	26198965	26198967	1	plat	2
chr1	26199111	26199113	1	plat	2
chr1	26200157	26200159	1	plat	2
chr1	26200159	26200161	1	plat	2
chr1	26201333	26201346	3	pmex	13
chr1	26201778	26201801	4	pmex	23
chr1	26202451	26202453	1	plat	2
chr1	26202814	26202816	1	plat	2
chr1	26203823	26203825	1	plat	2
chr1	26204198	26204200	1	plat	2
chr1	26204316	26204318	1	plat	2
chr1	26205204	26205206	1	plat	2
chr1	26205392	26205394	1	plat	2
chr1	26205664	26205674	6	plat	10
chr1	26205787	26205789	1	plat	2
chr1	26206107	26206109	1	plat	2
chr1	26206108	26206110	1	plat	2
chr1	26206502	26206504	1	plat	2
chr1	26206587	26206589	1	plat	2
chr1	26207503	26207505	1	plat	2
chr1	26207654	26207656	1	plat	2
chr1	26207790	26207792	1	plat	2
chr1	26208209	26208211	1	plat	2
chr1	26208722	26208724	1	plat	2
chr1	26208753	26208755	1	plat	2
chr1	26208754	26208756	1	plat	2
chr1	26212838	26212840	1	plat	2
chr1	26213039	26213041	1	plat	2
chr1	26213444	26213446	1	plat	2
chr1	26214114	26214116	1	pmex	2
chr1	26214754	26214756	1	plat	2
chr1	26215443	26215445	1	plat	2
chr1	26215548	26215550	1	plat	2
chr1	26218670	26218672	1	plat	2
chr1	26218798	26218800	1	plat	2
chr1	26218909	26218911	1	plat	2
chr1	26219511	26219513	1	plat	2
chr1	26219659	26219661	1	plat	2
chr1	26219979	26219981	1	plat	2
chr1	26220218	26220220	1	plat	2
chr1	26220272	26220274	1	plat	2
chr1	26220427	26220429	1	plat	2
chr1	26220546	26220548	1	plat	2
chr1	26220682	26220684	1	plat	2
chr1	26220716	26220718	1	plat	2
chr1	26220896	26220898	1	plat	2
chr1	26221148	26221150	1	plat	2
chr1	26221201	26221203	1	plat	2
chr1	26222204	26222206	1	plat	2
chr1	26222286	26222288	1	plat	2
chr1	26222899	26222901	1	plat	2
chr1	26223083	26223085	1	plat	2
chr1	26223513	26223515	1	plat	2
chr1	26223520	26223522	1	plat	2
chr1	26223831	26223833	1	plat	2
chr1	26223965	26223967	1	plat	2
chr1	26224034	26224036	1	plat	2
chr1	26224139	26224141	1	plat	2
chr1	26224299	26224301	1	plat	2
chr1	26224425	26224433	5	plat	8
chr1	26224692	26224694	1	plat	2
chr1	26225138	26225140	1	plat	2
chr1	26225285	26225287	1	plat	2
chr1	26225340	26225342	1	pmex	2
chr1	26225554	26225556	1	plat	2
chr1	26225555	26225557	1	plat	2
chr1	26225692	26225694	1	plat	2
chr1	26225809	26225811	1	plat	2
chr1	26226020	26226022	1	plat	2
chr1	26226038	26226040	1	plat	2
chr1	26226230	26226232	1	plat	2
chr1	26227409	26227411	1	plat	2
chr1	26227450	26227452	1	plat	2
chr1	26228553	26228566	3	plat	13
chr1	26228638	26228640	1	plat	2
chr1	26229203	26229205	1	plat	2
chr1	26229435	26229437	1	pmex	2
chr1	26229620	26229622	1	plat	2
chr1	26230181	26230183	1	pmex	2
chr1	26231872	26231874	1	plat	2
chr1	26233569	26233571	1	plat	2
chr1	26234059	26234061	1	plat	2
chr1	26234823	26234825	1	plat	2
chr1	26235050	26235052	1	plat	2
chr1	26235363	26235365	1	plat	2
chr1	26235533	26235535	1	plat	2
chr1	26235570	26235572	1	plat	2
chr1	26235584	26235586	1	plat	2
chr1	26236016	26236018	1	plat	2
chr1	26236559	26236651	4	plat	92
chr1	26236762	26236802	3	plat	40
chr1	26237275	26237277	1	pmex	2
chr1	26237551	26237553	1	plat	2
chr1	26239094	26239100	3	plat	6
chr1	26239301	26239303	1	plat	2
chr1	26239582	26239584	1	plat	2
chr1	26239698	26239700	1	plat	2
chr1	26241038	26241040	1	plat	2
chr1	26241299	26241301	1	plat	2
chr1	26241851	26241853	1	plat	2
chr1	26242624	26242626	1	plat	2
chr1	26243118	26243120	1	plat	2
chr1	26243900	26243902	1	plat	2
chr1	26244432	26244434	1	plat	2
chr1	26244433	26244435	1	plat	2
chr1	26244512	26244514	1	plat	2
chr1	26244608	26244610	1	plat	2
chr1	26246170	26246172	1	pmex	2
chr1	26246261	26246263	1	plat	2
chr1	26247192	26247194	1	plat	2
chr1	26247256	26247258	1	plat	2
chr1	26247907	26247909	1	pmex	2
chr1	26247925	26247927	1	plat	2
chr1	26248428	26248430	1	pmex	2
chr1	26249023	26249025	1	plat	2
chr1	26249054	26249056	1	plat	2
chr1	26249219	26249221	1	pmex	2
chr1	26249270	26249272	1	plat	2
chr1	26249333	26249335	1	plat	2
chr1	26249335	26249337	1	plat	2
chr1	26250173	26250175	1	plat	2
chr1	26250574	26250576	1	plat	2
chr1	26251497	26251499	1	plat	2
chr1	26251889	26251891	1	plat	2
chr1	26251941	26251943	1	plat	2
chr1	26252139	26252141	1	plat	2
chr1	26252259	26252261	1	plat	2
chr1	26252502	26252504	1	pmex	2
chr1	26252631	26252633	1	plat	2
chr1	26253276	26253278	1	plat	2
chr1	26253672	26253674	1	plat	2
chr1	26253716	26253718	1	plat	2
chr1	26254090	26254092	1	pmex	2
chr1	26254281	26254289	3	plat	8
chr1	26255149	26255151	1	plat	2
chr1	26255690	26255692	1	plat	2
chr1	26255773	26255775	1	plat	2
chr1	26256017	26256019	1	plat	2
chr1	26257502	26257504	1	plat	2
chr1	26257509	26257511	1	plat	2
chr1	26259059	26259061	1	plat	2
chr1	26259316	26259318	1	plat	2
chr1	26259423	26259425	1	pmex	2
chr1	26259438	26259440	1	plat	2
chr1	26259624	26259626	1	plat	2
chr1	26260047	26260049	1	plat	2
chr1	26260314	26260316	1	plat	2
chr1	26260398	26260400	1	plat	2
chr1	26260466	26260468	1	pmex	2
chr1	26261244	26261246	1	plat	2
chr1	26261270	26261272	1	plat	2
chr1	26262807	26262809	1	plat	2
chr1	26262862	26262864	1	plat	2
chr1	26263137	26263139	1	plat	2
chr1	26263868	26263870	1	plat	2
chr1	26264554	26264556	1	plat	2
chr1	26264849	26264851	1	plat	2
chr1	26266586	26266588	1	plat	2
chr1	26266665	26266781	6	plat	116
chr1	26266872	26266874	1	plat	2
chr1	26266964	26266966	1	plat	2
chr1	26268659	26268661	1	plat	2
chr1	26268827	26268829	1	plat	2
chr1	26269077	26269079	1	plat	2
chr1	26269081	26269083	1	plat	2
chr1	26269338	26269340	1	plat	2
chr1	26269365	26269367	1	plat	2
chr1	26269645	26269647	1	plat	2
chr1	26270241	26270243	1	plat	2
chr1	26273766	26273768	1	plat	2
chr1	26276676	26276678	1	plat	2
chr1	26277003	26277005	1	plat	2
chr1	26277128	26277130	1	plat	2
chr1	26277463	26277465	1	plat	2
chr1	26277678	26277680	1	plat	2
chr1	26277861	26277863	1	plat	2
chr1	26278642	26278644	1	plat	2
chr1	26279237	26279239	1	plat	2
chr1	26280504	26280506	1	plat	2
chr1	26280663	26280665	1	plat	2
chr1	26281655	26281657	1	plat	2
chr1	26282294	26282296	1	plat	2
chr1	26282856	26282858	1	plat	2
chr1	26283037	26283168	3	plat	131
chr1	26283170	26283172	1	plat	2
chr1	26283332	26283369	4	plat	37
chr1	26283580	26283582	1	plat	2
chr1	26283776	26283778	1	pmex	2
chr1	26283777	26283779	1	pmex	2
chr1	26283782	26283790	3	pmex	8
chr1	26284202	26284204	1	plat	2
chr1	26284600	26284602	1	pmex	2
chr1	26285440	26285442	1	plat	2
chr1	26286947	26286949	1	plat	2
chr1	26287143	26287145	1	plat	2
chr1	26287157	26287159	1	plat	2
chr1	26287878	26287880	1	plat	2
chr1	26289257	26289259	1	plat	2
chr1	26289273	26289275	1	plat	2
chr1	26289423	26289425	1	plat	2
chr1	26289442	26289444	1	plat	2
chr1	26289601	26289603	1	plat	2
chr1	26290310	26290319	3	plat	9
chr1	26290470	26290472	1	plat	2
chr1	26291818	26291820	1	plat	2
chr1	26292185	26292187	1	pmex	2
chr1	26293122	26293124	1	plat	2
chr1	26293296	26293298	1	plat	2
chr1	26293959	26294057	5	plat	98
chr1	26294861	26294863	1	plat	2
chr1	26295035	26295037	1	plat	2
chr1	26295628	26295630	1	plat	2
chr1	26295905	26295907	1	plat	2
chr1	26296034	26296036	1	pmex	2
chr1	26296565	26296567	1	plat	2
chr1	26296581	26296583	1	plat	2
chr1	26296643	26296645	1	pmex	2
chr1	26297264	26297266	1	plat	2
chr1	26298234	26298236	1	plat	2
chr1	26298278	26298280	1	plat	2
chr1	26299326	26299328	1	pmex	2
chr1	26300398	26300400	1	plat	2
chr1	26300453	26300455	1	plat	2
chr1	26300946	26300948	1	plat	2
chr1	26301671	26301673	1	plat	2
chr1	26302468	26302470	1	plat	2
chr1	26303194	26303196	1	plat	2
chr1	26303820	26303822	1	plat	2
chr1	26303979	26303981	1	plat	2
chr1	26305083	26305085	1	plat	2
chr1	26305821	26306021	3	plat	200
chr1	26306304	26306306	1	plat	2
chr1	26306568	26306570	1	plat	2
chr1	26306638	26306640	1	plat	2
chr1	26307748	26307750	1	plat	2
chr1	26308961	26308963	1	plat	2
chr1	26309272	26309274	1	plat	2
chr1	26309580	26309582	1	plat	2
chr1	26309721	26309723	1	plat	2
chr1	26309973	26309975	1	plat	2
chr1	26310090	26310092	1	plat	2
chr1	26312579	26312581	1	plat	2
chr1	26313566	26313568	1	plat	2
chr1	26313598	26313600	1	plat	2
chr1	26313998	26314000	1	plat	2
chr1	26314657	26314659	1	plat	2
chr1	26314663	26314665	1	plat	2
chr1	26315710	26315712	1	plat	2
chr1	26315881	26315883	1	plat	2
chr1	26317384	26317386	1	plat	2
chr1	26317560	26317562	1	plat	2
chr1	26318405	26318407	1	plat	2
chr1	26318830	26318832	1	plat	2
chr1	26318987	26318989	1	plat	2
chr1	26319926	26319928	1	plat	2
chr1	26320795	26320797	1	plat	2
chr1	26321363	26321441	3	plat	78
chr1	26324937	26324939	1	plat	2
chr1	26325171	26325173	1	plat	2
chr1	26325234	26325236	1	pmex	2
chr1	26326231	26326233	1	plat	2
chr1	26326600	26326602	1	plat	2
chr1	26326915	26326917	1	plat	2
chr1	26327056	26327058	1	plat	2
chr1	26327531	26327533	1	pmex	2
chr1	26327553	26327555	1	pmex	2
chr1	26328113	26328115	1	pmex	2
chr1	26328126	26328128	1	plat	2
chr1	26328130	26328132	1	plat	2
chr1	26328480	26328482	1	plat	2
chr1	26328818	26328820	1	plat	2
chr1	26330448	26330592	3	plat	144
chr1	26331727	26331729	1	plat	2
chr1	26331969	26331971	1	plat	2
chr1	26333468	26333470	1	plat	2
chr1	26333598	26333600	1	plat	2
chr1	26333623	26333625	1	plat	2
chr1	26334322	26334324	1	plat	2
chr1	26335286	26335288	1	plat	2
chr1	26335575	26335577	1	plat	2
chr1	26336718	26336720	1	pmex	2
chr1	26337150	26337152	1	plat	2
chr1	26338893	26338895	1	plat	2
chr1	26340447	26340449	1	plat	2
chr1	26340533	26340535	1	plat	2
chr1	26342365	26342367	1	plat	2
chr1	26343154	26343156	1	plat	2
chr1	26343477	26343479	1	plat	2
chr1	26343857	26343859	1	plat	2
chr1	26343858	26343860	1	plat	2
chr1	26344110	26344112	1	plat	2
chr1	26344140	26344142	1	plat	2
chr1	26344924	26344926	1	plat	2
chr1	26345006	26345008	1	plat	2
chr1	26345554	26345556	1	pmex	2
chr1	26346414	26346430	8	plat	16
chr1	26347481	26347483	1	plat	2
chr1	26348519	26348521	1	plat	2
chr1	26348833	26348835	1	plat	2
chr1	26348845	26348847	1	pmex	2
chr1	26348849	26348851	1	plat	2
chr1	26350470	26350472	1	plat	2
chr1	26353192	26353194	1	plat	2
chr1	26353351	26353353	1	plat	2
chr1	26353686	26353688	1	plat	2
chr1	26353873	26353875	1	plat	2
chr1	26353920	26353922	1	plat	2
chr1	26354173	26354175	1	plat	2
chr1	26355216	26355218	1	plat	2
chr1	26355226	26355228	1	plat	2
chr1	26355719	26355721	1	plat	2
chr1	26357443	26357445	1	plat	2
chr1	26358166	26358168	1	plat	2
chr1	26358227	26358229	1	plat	2
chr1	26360913	26360915	1	plat	2
chr1	26361973	26361975	1	plat	2
chr1	26362153	26362155	1	plat	2
chr1	26362249	26362251	1	plat	2
chr1	26362289	26362291	1	plat	2
chr1	26362606	26362661	4	plat	55
chr1	26362670	26362672	1	plat	2
chr1	26362701	26362731	6	plat	30
chr1	26362982	26362984	1	plat	2
chr1	26363022	26363024	1	plat	2
chr1	26363288	26363290	1	pmex	2
chr1	26363650	26363652	1	plat	2
chr1	26364484	26364486	1	plat	2
chr1	26365103	26365105	1	plat	2
chr1	26365899	26365901	1	plat	2
chr1	26365963	26365965	1	plat	2
chr1	26366084	26366086	1	plat	2
chr1	26367128	26367130	1	plat	2
chr1	26368173	26368175	1	plat	2
chr1	26368565	26368567	1	plat	2
chr1	26369011	26369013	1	plat	2
chr1	26369183	26369209	3	plat	26
chr1	26369359	26369361	1	plat	2
chr1	26371032	26371034	1	plat	2
chr1	26371074	26371076	1	plat	2
chr1	26371529	26371531	1	plat	2
chr1	26371758	26371760	1	plat	2
chr1	26373618	26373620	1	plat	2
chr1	26374009	26374011	1	plat	2
chr1	26374367	26374369	1	plat	2
chr1	26374368	26374370	1	plat	2
chr1	26374588	26374590	1	plat	2
chr1	26376177	26376179	1	plat	2
chr1	26376713	26376715	1	plat	2
chr1	26378115	26378117	1	plat	2
chr1	26379257	26379259	1	pmex	2
chr1	26379629	26379690	3	plat	61
chr1	26379800	26379802	1	plat	2
chr1	26380145	26380147	1	plat	2
chr1	26382080	26382082	1	plat	2
chr1	26383156	26383158	1	pmex	2
chr1	26383792	26383794	1	plat	2
chr1	26383796	26383798	1	pmex	2
chr1	26383837	26383839	1	plat	2
chr1	26384170	26384172	1	pmex	2
chr1	26384465	26384467	1	plat	2
chr1	26384482	26384484	1	pmex	2
chr1	26384696	26384698	1	pmex	2
chr1	26384942	26384944	1	plat	2
chr1	26384976	26384978	1	plat	2
chr1	26385677	26385679	1	plat	2
chr1	26386012	26386014	1	pmex	2
chr1	26386209	26386211	1	plat	2
chr1	26386345	26386347	1	plat	2
chr1	26387899	26387901	1	plat	2
chr1	26388109	26388111	1	plat	2
chr1	26388839	26388841	1	pmex	2
chr1	26389855	26389857	1	pmex	2
chr1	26391054	26391056	1	plat	2
chr1	26391478	26391480	1	plat	2
chr1	26391495	26391497	1	plat	2
chr1	26391600	26391602	1	plat	2
chr1	26391648	26391650	1	plat	2
chr1	26392702	26392704	1	plat	2
chr1	26392807	26392809	1	plat	2
chr1	26392973	26392975	1	plat	2
chr1	26393030	26393032	1	plat	2
chr1	26393926	26393928	1	plat	2
chr1	26393967	26393969	1	plat	2
chr1	26394137	26394139	1	plat	2
chr1	26394644	26394646	1	plat	2
chr1	26394859	26394861	1	plat	2
chr1	26396823	26396825	1	plat	2
chr1	26397172	26397174	1	plat	2
chr1	26397190	26397208	5	pmex	18
chr1	26397392	26397394	1	pmex	2
chr1	26397399	26397401	1	pmex	2
chr1	26397704	26397706	1	pmex	2
chr1	26398006	26398008	1	plat	2
chr1	26398685	26398687	1	plat	2
chr1	26399177	26399179	1	plat	2
chr1	26399337	26399339	1	plat	2
chr1	26399763	26399765	1	plat	2
chr1	26399769	26399771	1	plat	2
chr1	26400121	26400123	1	plat	2
chr1	26400718	26400720	1	plat	2
chr1	26400809	26400811	1	plat	2
chr1	26402060	26402062	1	pmex	2
chr1	26402200	26402202	1	plat	2
chr1	26402681	26402683	1	pmex	2
chr1	26403852	26403854	1	plat	2
chr1	26403855	26403857	1	plat	2
chr1	26403951	26403953	1	plat	2
chr1	26404150	26404152	1	plat	2
chr1	26405427	26405429	1	pmex	2
chr1	26405436	26405438	1	pmex	2
chr1	26405592	26405594	1	plat	2
chr1	26405666	26405754	3	plat	88
chr1	26406231	26406233	1	plat	2
chr1	26406634	26406636	1	plat	2
chr1	26407538	26407540	1	plat	2
chr1	26408139	26408141	1	plat	2
chr1	26408194	26408196	1	plat	2
chr1	26408475	26408477	1	plat	2
chr1	26408579	26408581	1	plat	2
chr1	26408664	26408666	1	plat	2
chr1	26409748	26409750	1	plat	2
chr1	26411028	26411115	8	plat	87
chr1	26411325	26411327	1	plat	2
chr1	26413227	26413229	1	plat	2
chr1	26414842	26414844	1	plat	2
chr1	26415086	26415088	1	plat	2
chr1	26415209	26415211	1	plat	2
chr1	26415597	26415599	1	plat	2
chr1	26415608	26415610	1	plat	2
chr1	26416060	26416062	1	plat	2
chr1	26416213	26416215	1	plat	2
chr1	26416419	26416421	1	plat	2
chr1	26416733	26416735	1	pmex	2
chr1	26417197	26417199	1	plat	2
chr1	26417328	26417330	1	plat	2
chr1	26417428	26417430	1	plat	2
chr1	26417849	26417851	1	plat	2
chr1	26418869	26418871	1	plat	2
chr1	26419595	26419597	1	plat	2
chr1	26420791	26420793	1	plat	2
chr1	26420845	26420847	1	plat	2
chr1	26421049	26421051	1	pmex	2
chr1	26421050	26421052	1	pmex	2
chr1	26421110	26421112	1	pmex	2
chr1	26423757	26423759	1	plat	2
chr1	26424359	26424361	1	plat	2
chr1	26424383	26424385	1	plat	2
chr1	26424618	26424620	1	plat	2
chr1	26426575	26426577	1	plat	2
chr1	26426576	26426578	1	plat	2
chr1	26426686	26426688	1	plat	2
chr1	26427488	26427490	1	plat	2
chr1	26429040	26429042	1	plat	2
chr1	26429057	26429059	1	plat	2
chr1	26430520	26430522	1	plat	2
chr1	26431037	26431039	1	plat	2
chr1	26431039	26431041	1	plat	2
chr1	26431539	26431541	1	plat	2
chr1	26431840	26431842	1	plat	2
chr1	26432091	26432093	1	plat	2
chr1	26434593	26434595	1	plat	2
chr1	26434601	26434603	1	plat	2
chr1	26434900	26434902	1	plat	2
chr1	26435203	26435205	1	plat	2
chr1	26435369	26435371	1	plat	2
chr1	26435399	26435401	1	plat	2
chr1	26435500	26435502	1	pmex	2
chr1	26435508	26435510	1	pmex	2
chr1	26436472	26436474	1	plat	2
chr1	26436552	26436554	1	plat	2
chr1	26436836	26436838	1	plat	2
chr1	26438477	26438479	1	plat	2
chr1	26439752	26439754	1	plat	2
chr1	26442301	26442303	1	plat	2
chr1	26444688	26444690	1	plat	2
chr1	26446165	26446167	1	plat	2
chr1	26446620	26446622	1	plat	2
chr1	26446935	26446937	1	plat	2
chr1	26446950	26446952	1	plat	2
chr1	26447410	26447629	3	plat	219
chr1	26447999	26448001	1	pmex	2
chr1	26448001	26448003	1	pmex	2
chr1	26448547	26448549	1	plat	2
chr1	26448615	26448617	1	plat	2
chr1	26448925	26448927	1	plat	2
chr1	26449442	26449499	3	plat	57
chr1	26449634	26449636	1	plat	2
chr1	26449753	26449755	1	plat	2
chr1	26450380	26450382	1	plat	2
chr1	26452504	26452506	1	plat	2
chr1	26452905	26452907	1	plat	2
chr1	26454110	26454112	1	plat	2
chr1	26454409	26454411	1	plat	2
chr1	26455206	26455208	1	plat	2
chr1	26455216	26455218	1	plat	2
chr1	26455500	26455502	1	plat	2
chr1	26456362	26456418	4	plat	56
chr1	26457093	26457095	1	plat	2
chr1	26457260	26457262	1	plat	2
chr1	26457319	26457321	1	pmex	2
chr1	26458219	26458221	1	plat	2
chr1	26459136	26459138	1	plat	2
chr1	26463541	26463547	5	plat	6
chr1	26464337	26464339	1	plat	2
chr1	26464666	26464668	1	plat	2
chr1	26465469	26465471	1	plat	2
chr1	26466313	26466315	1	plat	2
chr1	26466803	26466805	1	plat	2
chr1	26466941	26466943	1	plat	2
chr1	26470338	26470340	1	plat	2
chr1	26470395	26470397	1	plat	2
chr1	26470828	26470830	1	plat	2
chr1	26470837	26470839	1	plat	2
chr1	26471901	26471903	1	plat	2
chr1	26472244	26472246	1	plat	2
chr1	26473084	26473218	4	plat	134
chr1	26474038	26474040	1	plat	2
chr1	26474103	26474105	1	plat	2
chr1	26474170	26474172	1	plat	2
chr1	26474280	26474282	1	plat	2
chr1	26474675	26474677	1	plat	2
chr1	26475653	26475655	1	plat	2
chr1	26475748	26475750	1	plat	2
chr1	26476083	26476085	1	plat	2
chr1	26476101	26476103	1	plat	2
chr1	26476434	26476436	1	plat	2
chr1	26476651	26476653	1	plat	2
chr1	26476655	26476657	1	plat	2
chr1	26477044	26477046	1	plat	2
chr1	26477689	26477691	1	plat	2
chr1	26477715	26477717	1	plat	2
chr1	26477959	26477961	1	plat	2
chr1	26479239	26479241	1	pmex	2
chr1	26479520	26479522	1	plat	2
chr1	26480100	26480102	1	plat	2
chr1	26481737	26481739	1	pmex	2
chr1	26481798	26481800	1	plat	2
chr1	26483161	26483163	1	plat	2
chr1	26483270	26483272	1	plat	2
chr1	26483377	26483379	1	plat	2
chr1	26484697	26484699	1	plat	2
chr1	26485540	26485542	1	plat	2
chr1	26487990	26487992	1	plat	2
chr1	26488535	26488537	1	plat	2
chr1	26488552	26488554	1	plat	2
chr1	26490449	26490456	4	pmex	7
chr1	26490524	26490526	1	plat	2
chr1	26491119	26491121	1	pmex	2
chr1	26493099	26493101	1	plat	2
chr1	26493757	26493759	1	plat	2
chr1	26493790	26493792	1	pmex	2
chr1	26493899	26493901	1	plat	2
chr1	26493951	26493953	1	pmex	2
chr1	26494153	26494155	1	pmex	2
chr1	26494743	26494745	1	pmex	2
chr1	26496003	26496005	1	plat	2
chr1	26496730	26496732	1	plat	2
chr1	26497136	26497138	1	pmex	2
chr1	26497148	26497150	1	pmex	2
chr1	26497328	26497330	1	plat	2
chr1	26497836	26498061	4	plat	225
chr1	26498159	26498161	1	plat	2
chr1	26498722	26498724	1	plat	2
chr1	26498965	26498967	1	pmex	2
chr1	26500125	26500127	1	plat	2
chr1	26500338	26500340	1	pmex	2
chr1	26502173	26502175	1	pmex	2
chr1	26503429	26503431	1	pmex	2
chr1	26504026	26504028	1	plat	2
chr1	26504380	26504382	1	plat	2
chr1	26504449	26504451	1	plat	2
chr1	26504825	26504827	1	plat	2
chr1	26505052	26505054	1	pmex	2
chr1	26505125	26505127	1	pmex	2
chr1	26505228	26505230	1	plat	2
chr1	26505789	26505791	1	plat	2
chr1	26506347	26506349	1	plat	2
chr1	26506797	26506799	1	plat	2
chr1	26509197	26509199	1	pmex	2
chr1	26509351	26509353	1	plat	2
chr1	26509473	26509475	1	plat	2
chr1	26509815	26509817	1	plat	2
chr1	26510120	26510122	1	plat	2
chr1	26510475	26510477	1	plat	2
chr1	26510648	26510650	1	plat	2
chr1	26511191	26511193	1	plat	2
chr1	26512016	26512018	1	plat	2
chr1	26512703	26512705	1	pmex	2
chr1	26513105	26513107	1	pmex	2
chr1	26513245	26513247	1	pmex	2
chr1	26513593	26513595	1	pmex	2
chr1	26513663	26513665	1	pmex	2
chr1	26513917	26513919	1	plat	2
chr1	26513967	26514370	14	pmex	403
chr1	26514460	26514462	1	pmex	2
chr1	26514629	26514631	1	plat	2
chr1	26514661	26514663	1	pmex	2
